State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Soil_type:Red,Soil_type:Black,Soil_type:Laterite,Soil_type:Saline,Soil_type:Alluvial
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Cashewnut,1725,1447,0.8388405797,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Coconut,24938,389900,15.63477424,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Cotton(lint),10,20,2,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Dry chillies,6,3,0.5,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Dry ginger,14,225,16.07142857,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Groundnut,20,29,1.45,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Moong(Green Gram),2,1,0.5,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Sugarcane,6,609,101.5,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Tapioca,6202,189581,30.56772009,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Turmeric,4,20,5,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Urad,647,246,0.3802163833,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2010,Kharif,Arhar/Tur,1,1,1,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2010,Kharif,Groundnut,5,9,1.8,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2010,Kharif,Rice,16989,80387,4.731708753,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2010,Kharif,Urad,490,191,0.3897959184,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2010,Whole Year,Sugarcane,6,650,108.3333333,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Kharif,Groundnut,15,33,2.2,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Kharif,Rice,16617,90110,5.422759824,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Arecanut,404,157,0.3886138614,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Banana,5982,163039,27.25493146,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Black pepper,153,23,0.1503267974,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Cardamom,48,4,0.08333333333,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Cashewnut,1260,332,0.2634920635,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Coconut,24936,158400000,6352.26179,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Dry chillies,4,2,0.5,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Dry ginger,10,110,11,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Sugarcane,7,788,112.5714286,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Tapioca,2712,115400,42.55162242,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Urad,672,367,0.5461309524,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2012,Kharif,Arhar/Tur,3,2,0.6666666667,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2012,Kharif,Groundnut,31,59,1.903225806,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2012,Kharif,Rice,12412,57882,4.663390267,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2012,Kharif,Urad,403,170,0.4218362283,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2012,Whole Year,Sugarcane,1,98,98,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Kharif,Groundnut,15,33,2.2,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Kharif,Rice,13619,66703,4.897789852,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Kharif,Urad,167,140,0.8383233533,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Rabi,Groundnut,13,47,3.615384615,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Rabi,Urad,1222,1043,0.8535188216,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Arecanut,337,272,0.8071216617,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Arhar/Tur,9,9,1,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Banana,6542,198178,30.29318251,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Black pepper,226,35,0.1548672566,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Cardamom,12,1,0.08333333333,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Cashewnut,1175,335,0.285106383,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Coconut,23917,287100000,12004.01388,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Dry ginger,5,35,7,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Sugarcane,2,207,103.5,0,0,0,1,1
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Tapioca,1038,36303,34.97398844,0,0,0,1,1
Tamil Nadu,KARUR,1997,Kharif,Banana,5092,181514,35.64689709,1,1,0,0,0
Tamil Nadu,KARUR,1997,Kharif,Horse-gram,574,290,0.5052264808,1,1,0,0,0
Tamil Nadu,KARUR,1997,Kharif,Onion,977,7580,7.758444217,1,1,0,0,0
Tamil Nadu,KARUR,1997,Kharif,Sesamum,4582,1500,0.3273679616,1,1,0,0,0
Tamil Nadu,KARUR,1997,Kharif,Small millets,19,20,1.052631579,1,1,0,0,0
Tamil Nadu,KARUR,1997,Kharif,Tobacco,10,16,1.6,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Arhar/Tur,4046,1650,0.4078101829,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Bajra,18003,5480,0.3043937122,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Banana,5566,352780,63.38124326,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Cotton(lint),900,1660,1.844444444,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Dry chillies,1918,1260,0.6569343066,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Groundnut,8915,21860,2.452047112,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Jowar,30201,11290,0.3738286812,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Moong(Green Gram),96,30,0.3125,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Onion,228,46530,204.0789474,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Pulses total,5894,2280,0.3868340685,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Ragi,28,80,2.857142857,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Rice,16448,48590,2.95415856,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Sugarcane,5961,7081000,1187.887938,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Sunflower,187,170,0.9090909091,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Sweet potato,203,3720,18.32512315,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Tapioca,304,13040,42.89473684,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Total foodgrain,70594,67740,0.959571635,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Turmeric,367,2980,8.119891008,1,1,0,0,0
Tamil Nadu,KARUR,1997,Whole Year,Urad,409,190,0.4645476773,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Arhar/Tur,3382,1471,0.4349497339,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Bajra,16562,10023,0.6051805338,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Cotton(lint),1226,2706,2.207177814,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Groundnut,14248,25515,1.790777653,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Horse-gram,4188,2098,0.5009551098,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Jowar,36179,17687,0.4888747616,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Maize,8,10,1.25,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Moong(Green Gram),1840,878,0.477173913,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Pulses total,19676,7869,0.3999288473,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Ragi,89,256,2.876404494,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Rice,16961,58225,3.43287542,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Sesamum,11068,4292,0.3877846043,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Sunflower,1039,1021,0.9826756497,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Total foodgrain,89475,9407,0.1051355127,1,1,0,0,0
Tamil Nadu,KARUR,1998,Kharif,Urad,5524,2701,0.4889572773,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Banana,2828,179242,63.38118812,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Cashewnut,72,15,0.2083333333,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Castor seed,238,80,0.3361344538,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Coriander,22,7,0.3181818182,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Dry chillies,1948,1171,0.6011293634,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Garlic,59,343,5.813559322,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Onion,707,5508,7.790664781,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Sugarcane,10193,1251010,122.7322672,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Sweet potato,55,988,17.96363636,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Tapioca,249,9248,37.14056225,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Tobacco,2,2,1,1,1,0,0,0
Tamil Nadu,KARUR,1998,Whole Year,Turmeric,520,4216,8.107692308,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Arhar/Tur,1895,1310,0.691292876,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Bajra,13219,9778,0.7396928663,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Castor seed,1120,346,0.3089285714,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Cotton(lint),1281,2351,1.835284934,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Groundnut,12685,20726,1.633898305,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Horse-gram,4512,1976,0.4379432624,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Jowar,44594,24054,0.5393999193,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Mesta,3,12,4,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Moong(Green Gram),1380,749,0.5427536232,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Ragi,48,107,2.229166667,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Rice,17279,56473,3.268302564,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Sesamum,8438,4377,0.5187248163,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Sunflower,1890,1995,1.055555556,1,1,0,0,0
Tamil Nadu,KARUR,1999,Kharif,Urad,7786,4033,0.5179809915,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Banana,5092,181514,35.64689709,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Cashewnut,74,22,0.2972972973,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Coriander,3,1,0.3333333333,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Dry chillies,2226,1137,0.5107816712,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Garlic,85,508,5.976470588,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Guar seed,11551,125777,10.88884079,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Onion,977,7580,7.758444217,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Sugarcane,11551,1293358,111.9693533,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Sweet potato,10,155,15.5,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Tapioca,147,5663,38.52380952,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Tobacco,10,16,1.6,1,1,0,0,0
Tamil Nadu,KARUR,1999,Whole Year,Turmeric,524,3112,5.938931298,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Arhar/Tur,5112,3535,0.6915101721,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Bajra,14198,7394,0.5207775743,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Castor seed,330,102,0.3090909091,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Cotton(lint),1246,2603,2.089085072,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Groundnut,11227,18549,1.652177786,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Horse-gram,2488,1070,0.4300643087,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Jowar,41564,16325,0.3927677798,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Maize,101,163,1.613861386,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Moong(Green Gram),2181,1019,0.467216873,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Other Kharif pulses,7589,1146,0.1510080379,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Rice,15277,51797,3.390521699,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Sesamum,7218,3348,0.463840399,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Sunflower,1814,1993,1.098676957,1,1,0,0,0
Tamil Nadu,KARUR,2000,Kharif,Urad,6494,3364,0.5180166307,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Banana,2733,97423,35.64690816,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Cashewnut,17,5,0.2941176471,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Dry chillies,2228,1245,0.5587971275,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Onion,925,7176,7.757837838,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Sannhamp,6,4,0.6666666667,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Sugarcane,8418,942558,111.9693514,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Sweet potato,20,309,15.45,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Tapioca,447,17219,38.5212528,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Tobacco,1,2,2,1,1,0,0,0
Tamil Nadu,KARUR,2000,Whole Year,Turmeric,598,3657,6.115384615,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Arhar/Tur,2763,900,0.325732899,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Bajra,7280,3060,0.4203296703,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Cotton(lint),490,850,1.734693878,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Groundnut,6040,12680,2.099337748,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Jowar,28091,8410,0.2993841444,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Moong(Green Gram),48,20,0.4166666667,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Ragi,14,40,2.857142857,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Rice,15539,56120,3.611558015,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Sesamum,5779,1650,0.2855165254,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Sunflower,209,270,1.291866029,1,1,0,0,0
Tamil Nadu,KARUR,2001,Kharif,Urad,294,110,0.3741496599,1,1,0,0,0
Tamil Nadu,KARUR,2001,Whole Year,Sugarcane,9629,805700,83.67431717,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Arhar/Tur,2414,443,0.1835128418,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Bajra,6228,1550,0.2488760437,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Castor seed,6,3,0.5,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Cotton(lint),145,245,1.689655172,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Groundnut,3276,5175,1.57967033,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Horse-gram,1018,259,0.2544204322,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Jowar,27521,9307,0.3381781185,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Maize,5,15,3,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Moong(Green Gram),28,12,0.4285714286,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Other Kharif pulses,352,54,0.1534090909,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Ragi,11,22,2,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Rice,12837,37510,2.922022279,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Sesamum,4562,1212,0.2656729505,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Sunflower,273,315,1.153846154,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Urad,227,91,0.4008810573,1,1,0,0,0
Tamil Nadu,KARUR,2002,Kharif,Varagu,1,1,1,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Ash Gourd,14,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Banana,5151,104486,20.28460493,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Bhindi,38,283,7.447368421,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Bitter Gourd,9,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Brinjal,93,709,7.623655914,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Cashewnut,39,12,0.3076923077,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Citrus Fruit,44,49,1.113636364,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Coconut,4331,51400,11.86792888,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Coriander,7,1,0.1428571429,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Cucumber,3,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Drum Stick,824,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Dry chillies,567,369,0.6507936508,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Jack Fruit,2,23,11.5,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Lab-Lab,2,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Mango,514,3080,5.992217899,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Onion,74,626,8.459459459,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Orange,1,2,2,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Other Citrus Fruit,26,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Other Fresh Fruits,104,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Other Vegetables,5,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Pome Fruit,57,298,5.228070175,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Pome Granet,1,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Pump Kin,1,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Redish,1,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Snak Guard,2,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Sugarcane,6682,488160,73.05597127,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Sweet potato,146,2095,14.34931507,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Tapioca,680,21480,31.58823529,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Tomato,151,1149,7.609271523,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Turmeric,262,684,2.610687023,1,1,0,0,0
Tamil Nadu,KARUR,2002,Whole Year,Yam,2,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Arhar/Tur,3719,773,0.207851573,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Bajra,5264,1563,0.2969224924,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Castor seed,11,5,0.4545454545,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Cotton(lint),309,462,1.495145631,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Groundnut,3419,5001,1.462708394,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Horse-gram,1041,279,0.2680115274,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Jowar,35441,12453,0.3513727039,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Maize,31,76,2.451612903,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Moong(Green Gram),94,40,0.4255319149,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Other Kharif pulses,580,88,0.1517241379,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Ragi,17,40,2.352941176,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Rice,9321,24070,2.582340951,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Sesamum,9422,2610,0.2770112503,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Small millets,1,1,1,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Sunflower,1123,1482,1.31967943,1,1,0,0,0
Tamil Nadu,KARUR,2003,Kharif,Urad,412,168,0.4077669903,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Arecanut,1,,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Ash Gourd,22,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Banana,3580,75805,21.17458101,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Bhindi,51,357,7,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Bitter Gourd,1,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Brinjal,91,1017,11.17582418,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Cashewnut,39,13,0.3333333333,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Citrus Fruit,50,52,1.04,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Coconut,4487,27800,6.195676398,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Coriander,11,3,0.2727272727,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Cucumber,10,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Drum Stick,842,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Dry chillies,575,322,0.56,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Grapes,7,169,24.14285714,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Jack Fruit,2,19,9.5,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Lab-Lab,3,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Mango,537,2231,4.154562384,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Onion,172,1549,9.005813953,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Orange,1,2,2,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Other Citrus Fruit,25,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Other Fresh Fruits,117,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Other Vegetables,9,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Pome Fruit,53,372,7.018867925,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Pome Granet,1,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Redish,4,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Ribed Guard,4,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Snak Guard,2,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Sugarcane,2341,150035,64.09013242,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Sweet potato,305,4751,15.57704918,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Tapioca,1384,46629,33.69147399,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Tomato,144,1461,10.14583333,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Turmeric,181,244,1.348066298,1,1,0,0,0
Tamil Nadu,KARUR,2003,Whole Year,Yam,1,0,0,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Arhar/Tur,4702,2276,0.4840493407,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Bajra,5192,1463,0.281779661,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Castor seed,83,36,0.4337349398,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Cotton(lint),445,760,1.707865169,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Groundnut,7114,14341,2.015884172,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Horse-gram,1519,452,0.297564187,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Jowar,37549,9671,0.2575567925,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Maize,176,431,2.448863636,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Moong(Green Gram),117,47,0.4017094017,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Other Kharif pulses,994,152,0.152917505,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Ragi,16,37,2.3125,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Rice,18233,54278,2.976909998,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Sesamum,4721,1339,0.2836263503,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Small millets,1,1,1,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Sunflower,1692,2305,1.362293144,1,1,0,0,0
Tamil Nadu,KARUR,2004,Kharif,Urad,404,148,0.3663366337,1,1,0,0,0
Tamil Nadu,KARUR,2004,Whole Year,Arecanut,1,1,1,1,1,0,0,0
